2,Open,Close,High,Low,Volume,ATR,PL,pl_value,SMA_k7,SMA_k20,SMA_k50
2023-05-29 20:06:00,421.13,421.13,421.13,421.13,15.0,0.02267786838055091,0,0.0,1.0001221353327339,1.0001603087427637,1.0001473525920832
2023-05-29 20:23:00,421.16,421.15,421.16,421.15,52.0,0.02520393015460112,1,9.999999999990905,1.0000644520053055,1.0001234837618853,1.0001638600682514
2023-05-29 20:24:00,421.16,421.19,421.19,421.16,81.0,0.020862360730230324,1,9.999999999990905,1.0000542748205539,1.0001139839282662,1.0001629100000617
2023-05-29 20:25:00,421.19,421.17,421.19,421.17,26.0,0.017915143899857114,0,-17.915143899870145,1.0001119402985075,1.0001745360250667,1.0002332033062624
2023-05-29 20:26:00,421.17,421.17,421.17,421.17,1.0,0.0194446712004934,1,9.999999999990905,1.0000407045965665,1.0001127937832817,1.0001838075520681
2023-05-29 20:27:00,421.17,421.17,421.17,421.17,300.0,0.020165977949675905,0,-9.999999999990905,1.000027136029524,1.0000985447434692,1.0001838075520681
2023-05-29 20:28:00,421.17,421.17,421.17,421.17,10.0,0.020998866182548533,0,-9.999999999990905,1.0000135678306734,1.0000878582300605,1.0001800072287863
2023-05-29 20:29:00,421.18,421.18,421.18,421.18,7.0,0.021865389045143305,0,-19.99999999998181,1.00003052741192,1.0000985424035085,1.0002023297366769
2023-05-29 20:30:00,421.16,421.16,421.16,421.16,100.0,0.022824381283018683,1,19.99999999998181,0.9999728647988604,1.0000391790446725,1.0001515093225728
2023-05-29 20:31:00,421.16,421.16,421.16,421.16,100.0,0.022189658681042904,1,29.999999999972715,0.9999728647988604,1.0000308680816912,1.0001477091545006
2023-05-29 20:32:00,421.16,421.16,421.16,421.16,692.0,0.02133630931624086,1,39.99999999996362,0.9999728647988604,1.000026119022009,1.0001439090153061
2023-05-29 20:33:00,421.19,421.18,421.19,421.18,2.0,0.019073791542578215,1,129.99999999999545,1.0000542709545241,1.0000937906995242,1.000211350721086
2023-05-29 20:34:00,421.19,421.19,421.19,421.19,5.0,0.017808505191143777,1,26.71275778669724,1.0000474867630647,1.0000878540577889,1.0002061252443581
2023-05-29 20:35:00,421.19,421.2,421.2,421.19,57.0,0.016818357317442762,1,25.22753597617111,1.0000407026636502,1.0000807301807406,1.0002018498949192
2023-05-29 20:36:00,421.22,421.32,421.33,421.22,637.0,0.01463850109422578,1,21.957751641366485,1.0001051478344634,1.0001448384101967,1.0002688154168966
2023-05-29 20:37:00,421.32,421.2,421.32,421.2,7.0,0.01846489590959909,0,-18.464895909573897,1.0003290065021182,1.0003715896557988,1.0005001075729965
2023-05-29 20:42:00,421.25,421.25,421.25,421.25,2400.0,0.04154171741411009,0,0.0,1.0000678299503145,1.000159075746172,1.0003077504675622
2023-05-29 20:43:00,421.28,421.28,421.28,421.28,590.0,0.04394802124587615,0,-29.999999999972715,1.000118699997626,1.0002160550251786,1.0003699621156894
2023-05-29 20:44:00,421.26,421.26,421.26,421.26,1.0,0.047938452604295544,0,-9.999999999990905,1.000040695899888,1.0001531355391973,1.0003101184576522
2023-05-29 20:45:00,421.26,421.25,421.26,421.25,211.0,0.04882427187177012,0,0.0,1.000016956222425,1.000140075640846,1.0002991921811109
2023-05-29 20:46:00,421.25,421.25,421.25,421.25,10.0,0.04891197146282228,1,9.999999999990905,0.9999796528090993,1.0001044619497348,1.0002659460794325
2023-05-29 20:51:00,421.25,421.25,421.25,421.25,19.0,0.03719959037152468,1,9.999999999990905,0.9999762616911172,1.0000652861611143,1.0002250951668175
2023-05-29 20:52:00,421.25,421.25,421.25,421.25,7.0,0.0344065331559174,0,0.0,0.9999864351140637,1.000055789462439,1.0002141704882563
2023-05-29 20:53:00,421.26,421.26,421.26,421.26,1.0,0.030814344216996387,0,-9.999999999990905,1.000013564931938,1.0000712199985755,1.0002284146928107
2023-05-29 20:54:00,421.26,421.26,421.26,421.26,50.0,0.026131535409479392,0,-9.999999999990905,1.000013564931938,1.0000593492943368,1.0002193900955345
2023-05-29 21:04:00,421.25,421.25,421.25,421.25,3.0,0.008280786712100719,0,-8.28078671207777,0.9999932175110301,0.9999988130577887,1.0001624002568013
2023-05-29 21:05:00,421.26,421.21,421.26,421.21,4017.0,0.008280786712100719,0,-8.28078671207777,1.000016956222425,1.0000154301388595,1.0001775940845024
2023-05-29 21:09:00,421.2,421.2,421.2,421.2,411.0,0.010141851056732975,0,-10.141851056744144,0.9998846965144434,0.9998801188366542,1.0000185188614603
2023-05-29 21:10:00,421.21,421.18,421.21,421.18,102.0,0.016561573424213206,0,-16.561573424212384,0.9999287816921469,0.9999038576808811,1.0000356129583685
2023-05-29 21:20:00,421.2,421.2,421.2,421.2,9.0,0.026636888135138315,0,-26.636888135158188,0.9999728673757327,0.9999074159800019,0.9999938271985974
2023-05-29 21:32:00,421.14,421.1,421.14,421.09,18.0,0.03681355857884548,0,-36.813558578842276,0.9999219865613372,0.9998278778526278,0.9998404585676598
2023-05-29 21:49:00,421.16,421.18,421.18,421.16,13.0,0.0615126777486534,0,0.0,1.0001356980988696,0.999986941000628,0.9999021845141941
2023-05-29 22:22:00,421.04,421.04,421.04,421.04,20.0,0.056374597453957134,0,0.0,0.9999185756161112,0.999848018541738,0.9996728222617622
2023-05-29 22:57:00,420.94,420.94,420.94,420.94,4.0,0.051130086194779566,1,40.000000000020464,1.000033938801553,0.9999026084312593,0.9996456807726248
2023-05-29 22:58:00,420.94,420.94,420.94,420.94,4.0,0.04623954193214999,1,50.00000000001137,1.000044120891242,0.999915672052174,0.9996603994936865
2023-05-29 22:59:00,420.95,420.95,420.95,420.95,5.0,0.044475782602391205,0,-39.99999999996362,1.0000610900501279,0.9999524906762951,0.9996988672850178
2023-05-29 23:00:00,420.98,420.98,420.98,420.98,4.0,0.03677473252629772,0,-36.774732526282605,1.0001187845960136,1.0000356324159965,0.9997848341822013
2023-05-29 23:01:00,420.99,420.99,420.99,420.99,5.0,0.027637104114020455,0,-27.637104114035083,1.0001289643820739,1.0000688899921846,0.9998199806301058
2023-05-29 23:02:00,420.91,420.91,420.91,420.91,15.0,0.026149751888101862,1,39.22462783214087,0.9999117636079182,0.9998812238692512,0.9996399576689017
2023-05-29 23:03:00,421.01,421.01,421.01,421.01,2.0,0.026939084723019778,0,-26.93908472303974,1.0001527173507272,1.0001342191002094,0.9998917007635095
2023-05-29 23:04:00,420.96,421.01,421.01,420.94,7.0,0.033051186852827034,1,49.57678027926704,1.0,1.0000142533388445,0.9997814996722494
2023-05-29 23:07:00,421.05,421.05,421.05,421.05,1.0,0.0419977323650816,0,-41.997732365075535,1.0001696727013591,1.0002363698344579,1.00001377527585
2023-05-29 23:08:00,420.95,420.94,420.95,420.94,4.0,0.04843257463437049,1,9.999999999990905,0.9998981998337264,0.9999928733136477,0.9997833941191503
2023-05-29 23:09:00,420.95,420.94,420.95,420.94,7.0,0.046670067903260795,1,60.000000000002274,0.9999083789176495,0.9999928733136477,0.9997943171686261
2023-05-29 23:10:00,420.99,420.99,420.99,420.99,1.0,0.04642454194968255,1,19.99999999998181,1.0000169670974048,1.0000867079142945,0.9999002451120106
2023-05-29 23:11:00,420.99,420.96,420.99,420.96,10.0,0.04466808810815627,1,69.99999999999318,0.9999898200179168,1.000077204943492,0.9999083197673507
2023-05-29 23:38:00,421.1,421.1,421.1,421.1,1.0,0.04389381125702156,0,-43.8938112570213,1.000081426041405,1.000161507913888,1.0002151970953617
2023-05-30 00:24:00,421.12,421.1,421.12,421.1,57.0,0.04131182235953802,0,-41.31182235954611,0.9999660780070152,1.0000664937828314,1.0002379935575476
2023-05-30 00:25:00,421.08,421.08,421.08,421.08,1.0,0.03997618338579353,0,-39.976183385817876,0.9998643129486152,0.9999643785844048,1.0001391853240713
2023-05-30 00:26:00,421.02,421.0,421.02,421.0,6.0,0.03509171656427858,0,-35.09171656429544,0.9997421893551341,0.9998195185895852,0.9999928744985427
2023-05-30 00:55:00,420.99,420.99,420.99,420.99,10.0,0.0789936706325223,1,89.99999999997499,0.9999592813152135,0.9997993229226657,0.9999040449335725
2023-05-30 00:56:00,421.04,421.04,421.04,421.04,1.0,0.0814745066759802,1,39.99999999996362,1.0001085864755546,0.9999311276774115,1.0000204260299825
